feature	coefficient
dr_sleep0	-0.5745040053982178
sleepy4	0.19160564205292613
ratio_income	-0.11256668440966187
sleepy1	-0.08715850027709907
sleepy3	0.04209797852134752
dr_sleep1	1.1885533980003784e-13
